customer_ID,target
0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
000098081fde4fd64bc4d503a5d6f86a0aedc425c96f5235f98b0f47c9d7d8d4,0
0000d17a1447b25a01e42e1ac56b091bb7cbb06317be4cb59b50fec59e0b6381,0
0000f99513770170a1aba690daeeb8a96da4a39f11fc27da5c30a79db61c1e85,1
00013181a0c5fc8f1ea38cd2b90fe8ad2fa8cad9d9f13e4063bdf6b0f7d51eb6,1
0001337ded4e1c2539d1a78ff44a457bd4a95caa55ba1730b2849b92ea687f9e,1
00013c6e1cec7c21bede7cb319f1e28eb994f5625257f479c53ad6e90c177f7c,1
0001812036f1558332e5c0880ecbad70b13a6f28ab04a8db6d83a26ef40aadb0,1
00018dd4932409baf6083519b52113c2ef58be59e1213e4681d28c7719a65ddf,0
000198b3dc70edd65dbf0d7eddbcb926c6d7dbd7986af19d91ef3992ae3ab896,0
000201146e53cacdde1c7e9d29f4d3c46fd4d9231a3744aa39fb9c6afa79b708,0
0002d381bdd8048d76719042cf1eb63caf53b636f8aacdba49365fd1ab7d0f36,0
0002e335892f7998f0feb3a59f32d652f0da7c85e535b99ea6f87fd317ed47f4,1
00031e8be98bc3411f6037cbd4d3eeaf24b3ae221682b77900533c9bb36ec41f,0
000333075fb8ec6d504539852eeeb762643562e701ac79b2101ab0f9471eeb5a,1
000391f219520dbca6c3c1c46e0fab569da163f79ee266b2cc95fb31029ce617,1
00039533fe0b61bcf1ec0d1aefe6acb5469ea0f0d1b0ad59ae721e5b86db12f1,1
0003b7891c49786441d138c01f55f1712df645989dcd2a83106ab4a229fee72d,0
0003e58375faf90552b2861c1ccea4ee5757827cbb6ecd15a334e47e95774185,0
000445609ff2a39d2dd02484899affa5696210a95f6869f26390bd26eeb3b651,0
000473eb907b57c8c23f652bba40f87fe7261273dda47034d46fc46821017e50,1
0004837f0c785928a29a6f83f70f4a1c54caec483a773ff4b5b317ac251abda0,0
0004860c260168fcaad0734a1dfedb7ceb1a83aaac54e24c27244b77308fd8b7,1
0004b8596c4946866d1b27a8b40488ecf49c6eae9c7bf4afcb6a8642b321124c,0
0004e00358fc4dd633e491c8090a0794b6165ed9a7e60c02bdab9ac745f661c2,0
0004ec03ca1ab2adb9aa260c61ba5dce8185e19d3ab704029f989240c733b6d0,0
00050d84c6d26e26cd2b18c3eed83d3130c270e2361470ff272f9409103d067f,0
000548e99fa24cef8377e68e602e4bd70d30500a007999236e13f58ca8a259da,0
00055add5eaee481b27e40af3f47b8b24e82c1e550f6ab010000e7685692f281,0
00057576e6eab4633ec2893ca7e0ab76f2094ad2d43b1e3749db49d51e064ee9,1
00057c2d8d887fa3f777d97dc939700731575772e6c99025aaa0ab56870353ce,0
0005a6ae24fd274640a237ea56c43b1ef9e32077ad168a90d464dcf2bd5976fb,0
0005e52a3fa31b7eed49ceb576f011433ee2578833cd3f9d51c9dd9448a198ff,1
0005ef1480ffe4f0e5908eae07db8e05f2e705bca6a57db3b97d1da2eb6c7cab,1
0005f2ab0cc352cd64eac9e60b981ed8c3289d20fa5fcef78973c468916fdfc9,0
00062483fb33d6129dd4ee7e5a12f751d2e7010ac0df0178997c628883695603,0
00062d39ff054c4e18d5dba3b988c94277246d2d4aee42e588c62bc8b3ac1f5b,0
000664572b701ea9833f05597f0c5347f471737baa925a3c2829c84df4606d46,0
000678921d09c5503d34055ab96b150a972f59a96471b987415c21ba1e86605a,0
00067cdd68211fdf71636823c827371a070c52417d4ab364309a0d9e5ebbd8cc,0
00067f4aed8cf43b16652c966860774f650420ef7a306fb9769f14858d87ba9f,1
00068f00a4ddaa53b75bc7235f13a42493eba75792850e49327f2cfaf1ae6791,0
0006a80d96aec1d178bf74adab6cbf9e4bf427a6ba264fefecd53a4c1233cd21,1
0007138953c25a3a7d8f48cf60dd6e9ca4a77d9e945a443f986062a95f795c4d,0
00073f1912e2151e987a71b78ded23870729d7fd0e6b94b217aa66dded29af8b,0
000772ede38fe3811dea0dff9dc50e2f8b7b577ab6f143c034b2dbccee197f57,0
0007764443c6d098326549271e1d2613b111acafd039e96df124da7770e4fa70,0
000790f99df4c2a0eccd9ba5db78fd81e6a4b88b3d7f203ea9810d2e61bc1f5b,0
0007b7b197a68e10925e2b4abf89130323ea2a87deb8ada24159a249b6010516,0
0007ee1ac8edb6be588c6c8a158d2268e3228c49cf52773d168012076c118e5f,0
0008c2f297e1b00bf567c0d2c25f3e3b356f9a3088d2bf47aaaa724d26df8787,1
0008ef32824d3067b4d8ab70e7c79fa04c808f4d99194fe9c7827dac8bcf0b5c,0
000919ba92d9a04c28e1e49f6cd855ca36e1df7c79cc0583b60734da25265fb1,0
00093b69756b1afe3029c79b981e8d699b2a48bf4464a9d4c8432dc2bb45372e,0
000940eb997a3356d782e519274accd60c1f4f9af86dde67552d54ca4c619fe6,0
000962b331f602203d5b5fb41b915893e74db55534182d4968a3423c19258584,1
00098cc74b9a5113321817176656d2d75928c363cc45ab81502f7239cae2187b,0
0009a85feed29c69e41a1dfa6375ba7010870adbe7550e4ce2f1d4c564db1691,0
0009bd8871169b8d76a445e1f52079a6edc0b6f0bf021d5ec50ef6aa6487cc14,0
0009e1a505be8b131904d3908b9d6e149108859a37cd88d760349b52751fa2f5,0
000a1745b0fba14f100603038675e879651f9af9c729c523a81bbf93dacf0e57,0
000aaaf8dba0cf6b0853a317d5cd4a8d581b529e5d85119101c05b8ad16190b2,0
000ac434614bed68129738742263a6306192132f904a83fadac1553955d1f0fb,0
000adf2938f771f75a581b65107024eddeae70684778c0da9b94b261b836a940,0
000ae3818c26d56167678fde3b6238888d0f802c02f4bfa8352ab0c614df776a,0
000aeb78bae8b5dff7906f5d3a3805e24856f437c7e95d26bdae93e23aac47a0,0
000b30e00a2a37b5ae325fa3830c9b2b6365b0c17719c9d283d66c0fd2284f59,0
000b48231b7fad0e00ce78790df80ff94bd890eaaa8c6816fc897bf97505f7bd,0
000b6357c2a736700113519ea047bfe3d38a6dc2a89d798b86c184fd4673f802,0
000b789efc34ef75106b9e135dbeabd0408e0735fa8b2d046df6587c49ccbeed,0
000ba16037da23e8601c4914b8d638bf4bb834fc1c7b9a513927f1cb26b26204,0
000bbcea7cf6a9d74b2ff2f6fd4fa89a4ff4c419a8b569eb167717231edb7ccf,1
000c36f7b5130de63c1b7ee4bc902ba51aa8ae1f9cd1cee254892b0b06011cb4,0
000c57a2ca053e6ddc51fa2eaac470ee96663c2b505916a73ba944878d20184d,0
000cba133a9f5634a0f3e56d439ae774a819292301329551531a54791169abc4,0
000cc41bf286c67da129d61340c7de52adf8636b42a4a74f1cc2129390ce348f,0
000cc98607442c5074d368870a7fa3cb1634147af647f1aec9c99175aaf0c7fa,1
000cfb5aac8db50185898fa111be535e4530149f341a9a4d7ad3bd9b7e14c281,0
000d2c718af00d1b56d5717738b60f72766ae487b0eceacb17250c543e2c23a5,0
000d31f624ba226a4ca7249b489c440abd793f30b3d2e3abe9f003fbfc157f1b,1
000d4be985f5eb4f752ed9c0e3e4e11261b86f00e28082be1e4ca044485a9f24,0
000d83d6da1c0d771f9ec471741b0dae476196bb05451bf29df0a8e0a089ef86,0
000d848df79e239601299a543d77e5bf35edec39f53a49f449ca29c08079f535,0
000dac810943ef22598f3e650b91f667517baf45cffe11886723512939905d14,1
000de143ca96be8fa6362e55dffe94a0bdaf347d993160fb1e11208d7ecc0597,1
000df7db33e45c5151ac69f400db5d4c283be4ca2bf72d101e49b50b72212ebf,0
000e06b7ac3f3f4eff61b316fd02a4624f8d5196e18af0083f0e22ce70e9bf67,0
000e2c816db921b0c4a6fea72e32af5d81f7f41f8b11e16cc2ac31fca793bdce,0
000e6806ba7de2cf7f189c7a0719f13f4cf8e7925a3ebb0c86655bfa1f780087,0
000e7954b7687713b64abced75597e6d20e65e805ff8b594efb579ef6b23b4cb,0
000e95de2a94dd09611f0d330e65022ad27ec1dbe3adaa72525b3ebb4d3c8a81,0
000ee46c042bfab551c28d92c93969f8a3539fe1e9fc9cd2d2e188f838f7d8ba,0
000eee12732c9c7b790870c556bc33339d6d17725cbeb4a7da6b2a5d2c8386aa,0
000f1c950ae4e388f44e9ba96dd6334dfa85d8be0416d9d0d30228301f2e4cc4,1
000f446ef66e08fddf9fd852afe788386bee2e333a7d70a815ce7a7f1c88e504,0
000f4b8159b2bbe635ace9493931e7ada2ddcb3fdc2f88fbd9f89d463b93b06b,0
000f6da00ca504da14c0079936e8dc9f4971fc4405e45db424848a3015dde525,0
000f8675ede66cc6affd4c048db11a00246d7ee623f453aae22d693c4a82f832,0
000f8fcfe7ca030fc553a55027ecdd0219fc8e2794c9af713f1ace182fd3064d,1
000fbdd8416278a0be960edf1b06e37eaa94db5c3536fe91eacca2b83119ad5b,0
000ff27e5fa776da26ae9b404699acdb036f79875e466cecf05765dcab50d447,0
001089806583b378098bd81a88eb877a821202b1dfe257f963835d803c4debf0,0
001089b6fb7c690f753cf4b6f05344e693f1c9248bd642d30e5f7762694380ab,0
0010fc44055df7e9d81c24dcb4a9b10c16a1d01412c12c053632816a12b1c1a6,0
00115d9ba7650295cdfc73537fe5efad4f3de6838064ce805e5ede8fe772bda5,1
00116df300d0b6762bf4661c53fa499bd4b8915b6a6636012f1000bd30fabac3,0
0011c2e793d6eded8ab7d4c76c14278bfd870ab91918a17fdeba7d287f0051a2,0
0011d1930636c6a57fab755d232cab01d68d838a090ca348b0c5aeaf66e982a3,0
0012251d7f58c0b74b04235aae964e2bd0057f9063c3b43b628ddc4da73dac32,0
001248c3a0838fcab80ecc8693ac841053c114b9b1316dd60057e9ebfb992577,0
00125d34dd5d1927e7a37a0824aa449477a596240870938999265535443c6d34,0
0012ba67e6f054122e685070618c45c5cac9730ca60415710a629d8c5f22c58d,0
0012d8a68050cb362ce5ea56889ab5a6f47b93061b2642e88df269a757d257af,0
0012e41fe6caa3ba31b55b3de2030cbb77b01203aeb4a5c6677de5b80f15cebe,0
0013037420169086d185f38034d9c49d748867436f88113fa2680651b9c98384,0
00130d73f6ebd4c0066dd5ec5c290378ff29d4fc62c17735f57f88cf3ddbb1e7,0
00133365385097cee11a8991c143e1bfb2700b8dd8a2130ce654c76af59f3b5e,0
001367d141f4934b83746b5f9c0335032b48f45c63d9b7e29a0448ce5c49389f,0
001371860325f7efd83b1351d5a9866714f0a304ca723cfa2ce579f8a8f03fd6,0
0013aec23ec43115b36503ff93354be5ef6be81071cf8abb5301740a15d3c1f0,0
0013d20434fd2e0953a135662fe2ff53583153b6bdf6734c7610d93166f2f283,0
001404030d4c78b76bf02e809387611bdf6b708a42c5890ecc057970b51bff87,1
00143562662d1d9dd8316e172f7341c009d2999f59ebf002997f980a45edc754,1
00144998273d201cca895e6b7cf7f637abfbcff9fb59c757c54f7a245e00c3cc,0
001464e684ef9332f7dc98b2e4bfe8f9d37a0327b1fc4cd1d461c1d78ed76afe,0
001468095f1f3d2b03a6f5a5b98bd96fb1fab062796e53135b66e95e9814f4c9,0
001470351ad71323caeb224578fde4cf9316c7813a28a98ba028bf3b9d70cfa3,0
00147acd28d88cc2e85209eef8b2001aed34d811e76ff1218dc7eb482f00e1fe,0
0014817ab56d84f62bf5f8a34e95b0338e7c21a71281d154661515bf602d72c4,0
0014a1298865808ebd775c14c8a1b7cccc80affd9292097477377eb7835895ce,0
0014a144633289401232618fa318c27017c3310e42e306ca93ed3e17dd65bbda,0
0014d127fe17a4b9a25e73c4bc207f3ab2aae8f870e546dc30ddcd231a816e9e,0
0014d951622647e823722b75013b52df120f9ca0f8acc57321616e6a4a1f80f7,0
0014e205f5024d839530a6895edd5151ad5378ef690941ef24f5d92e1cc16982,0
0014e4c67ceef08a476bd84f4a64dd66360c9c4df7caca2b08c705798ba93dca,0
0014eef7b7aefc114ea48847275fe8e5c14455e5adb43a7487498aecc39d258b,0
001520e3f8e1500346051bc74ab3f17371d56ec15062572a815ffbc42205fbe6,0
001555fa1e938a37a12b972a7f4457eaac6c87975e37584ce15dd323d9f67bea,0
00158cf08fcf7ec058529dd71b4cff04ce89314e79840b76a183afa0ae941c34,0
00158d184f930e405cfd489bb7767faed1533df6c7552587643baa878bd04a00,0
